EE Provider ID	EE UID	Client ID	Client Age at Entry	Client Age at Exit	Client Gender	Client Primary Race	Client Ethnicity	Client Veteran Status	Entry Date	Exit Date	Destination	Reason for Leaving	length of stay
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898768	311126	35.0	36.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-02	2017-08-16	Rental by client, no ongoing housing subsidy (HUD)	Completed program	45.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898769	189803	45.0	45.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-02	2017-08-31	Rental by client, no ongoing housing subsidy (HUD)	Completed program	60.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898781	249916	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-02	2017-07-05	Hospital or other residential non-psychiatric medical facility (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898782	186593	48.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-07-02	2017-08-31	Rental by client, no ongoing housing subsidy (HUD)	Completed program	60.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899596	398931	53.0	53.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-30	2017-10-20	Rental by client, with RRH or equivalent subsidy (HUD)	Completed program	112.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899689	458222	57.0	57.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-04	2017-10-07	No exit interview completed (HUD)	Unknown/Disappeared	95.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899691	458219	36.0	36.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-04	2017-07-18	Staying or living with family, temporary tenure (HUD)	Other	14.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899692	292185	25.0	25.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-04	2017-07-15	Staying or living with family, temporary tenure (HUD)	Other	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899693	124817	57.0	57.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-04	2017-07-12	Staying or living with family, temporary tenure (HUD)	Other	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899694	458220	44.0	44.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-19	2017-08-02	Staying or living with family, temporary tenure (HUD)	Other	14.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899695	458217	45.0	45.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-04	2017-08-25	Staying or living with friends, temporary tenure (HUD)	Disagreement with rules/persons	52.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899696	123882	68.0	68.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-07-04	2017-07-19	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899697	458223	57.0	57.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2017-07-04	2017-08-25	Staying or living with friends, temporary tenure (HUD)	Disagreement with rules/persons	52.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899698	421503	35.0	35.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-04	2017-07-14	Staying or living with family, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899699	458221	42.0	42.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-18	2017-08-03	Jail, prison or juvenile detention facility (HUD)	Other	16.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899700	458218	39.0	39.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-18	2017-07-31	Staying or living with family, temporary tenure (HUD)	Other	13.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	899701	447282	20.0	20.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-05	2017-07-17	Staying or living with family, temporary tenure (HUD)	Other	12.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	900081	341525	39.0	39.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-07	2017-07-12	Staying or living with family, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	900082	458308	72.0	73.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-07	2018-02-02	Rental by client, no ongoing housing subsidy (HUD)	Completed program	210.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	900084	458307	26.0	26.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-07	2017-07-12	Staying or living with family, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	900409	296485	39.0	39.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-10	2017-07-13	Staying or living with family, temporary tenure (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	901678	292185	25.0	25.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-16	2017-08-01	Staying or living with family, temporary tenure (HUD)	Other	16.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	901688	458817	61.0	61.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-14	2017-08-10	Staying or living with friends, permanent tenure (HUD)	Left for housing opp. before completing program	27.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	901689	421503	35.0	35.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-16	2017-08-01	Staying or living with family, temporary tenure (HUD)	Other	16.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	901690	454491	21.0	21.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-12	2017-07-31	Staying or living with family, temporary tenure (HUD)	Other	19.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	901697	457072	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-11	2017-07-17	Staying or living with family, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	901948	249916	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-15	2017-08-01	Hospital or other residential non-psychiatric medical facility (HUD)	Other	17.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	901949	457072	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-18	2017-10-22	Staying or living with friends, temporary tenure (HUD)	Non-compliance with program	96.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902120	458818	43.0	43.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-17	2017-07-19	Staying or living with family, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902252	274547	26.0	26.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-16	2017-07-20	Staying or living with family, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902254	444293	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-07-09	2017-08-02	Staying or living with family, temporary tenure (HUD)	Other	24.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902255	124817	58.0	58.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-15	2017-07-20	Staying or living with family, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902531	248566	51.0	51.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-19	2017-09-11	Place not meant for habitation (HUD)	Non-compliance with program	54.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902532	447282	20.0	20.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-19	2017-09-22	Staying or living with friends, permanent tenure (HUD)	Criminal activity / violence	65.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902796	456628	52.0	52.0	Male	Data not collected (HUD)	Hispanic/Latino (HUD)	No (HUD)	2017-07-20	2017-11-21	Rental by client, with RRH or equivalent subsidy (HUD)	Completed program	124.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902797	434858	47.0	47.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-21	2017-07-26	Staying or living with family, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902798	301121	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-20	2017-07-28	Rental by client, no ongoing housing subsidy (HUD)	Completed program	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902799	456554	52.0	52.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-20	2017-11-18	Rental by client, no ongoing housing subsidy (HUD)	Completed program	121.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	902800	169008	60.0	60.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-20	2017-10-08	Deceased (HUD)	Death	80.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903179	398224	58.0	59.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-15	2018-03-24	Staying or living with family, permanent tenure (HUD)	Completed program	252.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903182	459296	32.0	32.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-24	2017-07-31	Staying or living with family, temporary tenure (HUD)	Other	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903458	98579	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-07-23	2017-08-01	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	9.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903460	373188	37.0	37.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-24	2017-08-01	Staying or living with family, temporary tenure (HUD)	Other	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903465	110973	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-25	2017-10-15	No exit interview completed (HUD)	Non-compliance with program	82.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903466	153324	46.0	46.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-24	2017-08-05	Staying or living with friends, permanent tenure (HUD)	Left for housing opp. before completing program	12.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903467	281041	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-24	2017-09-12	No exit interview completed (HUD)	Unknown/Disappeared	50.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903468	373731	28.0	29.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-24	2017-09-29	Rental by client, no ongoing housing subsidy (HUD)	Completed program	67.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903469	264620	51.0	51.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-24	2017-08-10	No exit interview completed (HUD)	Unknown/Disappeared	17.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903733	296485	39.0	39.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-24	2017-07-25	Staying or living with family, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	903734	296485	39.0	39.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-24	2017-08-03	Staying or living with family, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904012	215739	61.0	61.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-27	2017-07-31	Staying or living with family, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904262	192790	52.0	52.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-01	2017-09-15	Hospital or other residential non-psychiatric medical facility (HUD)	Other	76.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904270	396639	46.0	46.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-27	2017-07-29	Staying or living with family, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904660	167933	46.0	46.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-31	2017-08-10	Place not meant for habitation (HUD)	Non-compliance with program	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904892	459879	66.0	66.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-08-01	2017-08-05	Hospital or other residential non-psychiatric medical facility (HUD)	Non-compliance with program	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904893	11625	48.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-07-28	2017-08-06	Jail, prison or juvenile detention facility (HUD)	Criminal activity / violence	9.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904894	434858	47.0	47.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-31	2017-08-03	Staying or living with family, temporary tenure (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904895	425239	70.0	71.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-07-31	2017-10-12	Transitional housing for homeless persons (including homeless youth) (HUD)	Completed program	73.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904897	88294	61.0	61.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-29	2017-09-01	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	34.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	904901	276087	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-30	2017-09-07	Rental by client, no ongoing housing subsidy (HUD)	Completed program	39.0
